,0,1,2,3,4,5
1713,Hsa.2407,X79888,gene,1,N/A,H.sapiens AUH mRNA.
1714,Hsa.11632,T60860,3' UTR,2a,76734,"""RYANODINE RECEPTOR, SKELETAL MUSCLE (Homo sapiens)                                                                                                                                                                                          """
1715,Hsa.2517,D13636,gene,1,N/A,"""Human mRNA for ORF, complete cds.                                                                                                                                                                                                                    """
1716,Hsa.8085,H45251,3' UTR,2a,182771,HOMEOTIC GENE REGULATOR (Drosophila melanogaster)
1717,Hsa.1308,M60335,gene,1,N/A,"""Human vascular cell adhesion molecule 1 mRNA, complete cds.                                                                                                                                                                                          """
1718,Hsa.176,L20469,gene,1,N/A,"""Human truncated dopamine D3 receptor mRNA, complete cds.                                                                                                                                                                                              """
1719,Hsa.26971,H39830,3' UTR,2a,186186,PROTEIN KINASE C-LIKE 2 (Schizosaccharomyces pombe)
1720,Hsa.36025,H28050,3' UTR,2a,182000,FK506-BINDING PROTEIN PRECURSOR (Mus musculus)
1721,Hsa.34395,H09273,3' UTR,2a,46209,PUTATIVE 118.2 KD TRANSCRIPTIONAL REGULATORY PROTEIN IN ACS1-PTA1 INTERGENIC REGION (Saccharomyces cerevisiae)
1722,Hsa.2687,Z13009,gene,1,N/A,H.sapiens mRNA for E-cadherin.
1723,Hsa.960,H16991,3' UTR,1,50234,NUCLEOLYSIN TIAR (HUMAN);.
1724,Hsa.1468,M31679,gene,1,N/A,"""Human gastric inhibitory polypeptide (GIP) gene, exon 6.                                                                                                                                                                                             """
1725,Hsa.4286,H65425,3' UTR,2a,238508,FIBRONECTIN RECEPTOR BETA SUBUNIT PRECURSOR (Homo sapiens)
1726,Hsa.2688,X60489,gene,1,N/A,Human mRNA for elongation factor-1-beta.
1727,Hsa.32745,R75893,3' UTR,2a,143670,PROBABLE G PROTEIN-COUPLED RECEPTOR 6H1 FROM T-CELLS (Gallus gallus)
1728,Hsa.12260,R81170,3' UTR,2a,147439,TRANSLATIONALLY CONTROLLED TUMOR PROTEIN (Homo sapiens)
1729,Hsa.2645,X54942,gene,1,N/A,H.sapiens ckshs2 mRNA for Cks1 protein homologue.
1730,Hsa.18833,L38932,gene,1,N/A,"""Homo sapiens GT197 partial ORF mRNA, 3' end of cds.                                                                                                                                                                                                 """
1731,Hsa.584,J03569,gene,1,N/A,"""Human lymphocyte activation antigen 4F2 large subunit mRNA, complete cds.                                                                                                                                                                             """
1732,Hsa.2749,X52008,gene,1,N/A,H.sapiens alpha-2 strychnine binding subunit of inhibitory glycine receptor mRNA.
1733,Hsa.25294,H05695,3' UTR,2a,43903,POSSIBLE GUSTATORY RECEPTOR CLONE PTE38 (Rattus norvegicus)
1734,Hsa.42382,H62885,3' UTR,2a,205685,CCAAT/ENHANCER BINDING PROTEIN BETA (Homo sapiens)
1735,Hsa.8121,H11125,3' UTR,2a,48206,G1/S-SPECIFIC CYCLIN D2 (Homo sapiens)
1736,Hsa.14154,T86281,3' UTR,2a,114223,HYPOTHETICAL 18.8 KD PROTEIN ZK637.14 IN CHROMOSOME III (Caenorhabditis elegans)
1737,Hsa.2945,Z15108,gene,1,N/A,"""PROTEIN KINASE C, ZETA TYPE (HUMAN);.                                                                                                                                                                                                                """
1738,Hsa.1398,X72632,gene,1,N/A,H.sapiens mRNA encoding Rev-ErbAalpha (internal fragment).
1739,Hsa.2012,M81651,gene,1,N/A,"""Human semenogelin II (SEMGII) gene, complete cds.                                                                                                                                                                                                    """
1740,Hsa.43284,H64526,3' UTR,2a,238918,VIRION INFECTIVITY FACTOR (Visna lentivirus)
1741,Hsa.67,X02874,gene,1,N/A,"""Human mRNA for (2'-5') oligo A synthetase E (1,6 kb RNA).                                                                                                                                                                                              """
1742,Hsa.14733,X17025,gene,1,N/A,Human homolog of yeast IPP isomerase.
1743,Hsa.33587,H01482,3' UTR,2a,150578,PLECKSTRIN (Homo sapiens)
1744,Hsa.21757,R72104,3' UTR,2a,155771,BONE MORPHOGENETIC PROTEIN 1 PRECURSOR (Homo sapiens)
1745,Hsa.3254,X74795,gene,1,N/A,H.sapiens P1-Cdc46 mRNA.
1746,Hsa.1550,M59371,gene,1,N/A,TYROSINE-PROTEIN KINASE RECEPTOR ECK PRECURSOR (HUMAN);.
1747,Hsa.230,U05291,gene,1,N/A,"""Human fibromodulin mRNA, partial cds.                                                                                                                                                                                                                 """
1748,Hsa.33277,R80779,3' UTR,2a,146868,MIXED LINEAGE KINASE 1 (Homo sapiens)
1749,Hsa.710,T54303,3' UTR,1,69022,"""KERATIN, TYPE II CYTOSKELETAL 8 (HUMAN).                                                                                                                                                                                                       """
1750,Hsa.23124,R40717,3' UTR,2a,28088,MAJOR SURFACE ANTIGEN PRECURSOR (Hepatitis b virus)
1751,Hsa.3351,X15149,gene,1,N/A,Human mRNA for dystrophin isoform (partial).
1752,Hsa.34793,H14607,3' UTR,2a,159342,NUCLEOLIN (Rattus norvegicus)
1753,Hsa.39809,R98189,3' UTR,2a,200776,"""HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, GAMMA CHAIN PRECURSOR (Homo sapiens)                                                                                                                                                              """
1754,Hsa.8679,R85558,3' UTR,2a,180221,INORGANIC PYROPHOSPHATASE (Bos taurus)
1755,Hsa.41136,J00073,gene,1,N/A,"""Human alpha-cardiac actin gene, exon 6 and 3' flank.                                                                                                                                                                                                """
1756,Hsa.34937,H16096,3' UTR,2a,48584,MITOCHONDRIAL PROCESSING PROTEASE BETA SUBUNIT PRECURSOR (Rattus norvegicus)
1757,Hsa.3963,H20819,3' UTR,2a,51442,26S PROTEASE REGULATORY SUBUNIT 6 (Homo sapiens)
1758,Hsa.34575,H11460,3' UTR,2a,47564,GOLIATH PROTEIN (Drosophila melanogaster)
1759,Hsa.6353,R62438,3' UTR,2a,36234,PARANEOPLASTIC ENCEPHALOMYELITIS ANTIGEN HUD (Homo sapiens)
1760,Hsa.8223,T94350,3' UTR,2a,119711,PERIPHERAL MYELIN PROTEIN 22 (Homo sapiens)
1761,Hsa.35741,H24956,3' UTR,2a,160664,PROTO-ONCOGENE TYROSINE-PROTEIN KINASE RECEPTOR RET PRECURSOR (Homo sapiens)
1762,Hsa.2842,X73902,gene,1,N/A,H.sapiens mRNA for nicein B2 chain.
1763,Hsa.10341,T53549,3' UTR,2a,69589,HOMEOTIC GENE REGULATOR (Drosophila melanogaster)
1764,Hsa.3324,L42110,gene,1,N/A,"""Homo sapiens (clone cc33) S182 mRNA, complete cds.                                                                                                                                                                                                   """
1765,Hsa.1497,M75126,gene,1,N/A,"""Human hexokinase 1 (HK1) mRNA, complete cds.                                                                                                                                                                                                         """
1766,Hsa.21868,H73943,3' UTR,2a,232777,40 KD PROTEIN KINASE (Xenopus laevis)
1767,Hsa.294,U05875,gene,1,N/A,INTERFERON-GAMMA RECEPTOR BETA CHAIN PRECURSOR (HUMAN);.
1768,Hsa.33576,H01418,3' UTR,2a,147382,SON OF SEVENLESS PROTEIN (Drosophila melanogaster)
1769,Hsa.2250,U17899,gene,1,N/A,"""Human chloride channel regulatory protein mRNA, complete cds.                                                                                                                                                                                        """
1770,Hsa.601,J05032,gene,1,N/A,"""Human aspartyl-tRNA synthetase alpha-2 subunit mRNA, complete cds.                                                                                                                                                                                    """
1771,Hsa.6814,H08393,3' UTR,2a,45395,COLLAGEN ALPHA 2(XI) CHAIN (Homo sapiens)
1772,Hsa.32745,R75893,3' UTR,2a,143670,PROBABLE G PROTEIN-COUPLED RECEPTOR 6H1 FROM T-CELLS (Gallus gallus)
1773,Hsa.32907,R77220,3' UTR,2a,144765,TUBULIN ALPHA-2 CHAIN (Mus musculus)
1774,Hsa.16296,T90350,3' UTR,2a,110964,MYOBLAST CELL SURFACE ANTIGEN 24.1D5 (Homo sapiens)
1775,Hsa.767,J04162,gene,1,N/A,"""Human leukocyte IgG receptor (Fc-gamma-R) mRNA, complete cds.                                                                                                                                                                                         """
1776,Hsa.15716,R89377,3' UTR,2a,196061,NEDD5 PROTEIN (Mus musculus)
1777,Hsa.3315,U20972,gene,1,N/A,"""Human 14-3-3 protein epsilon isoform mRNA, complete cds.                                                                                                                                                                                             """
1778,Hsa.27716,R50482,3' UTR,2a,153105,BRIDE OF SEVENLESS PROTEIN PRECURSOR (Drosophila melanogaster)
1779,Hsa.23600,R42095,3' UTR,2a,29681,TYROSINE KINASE SEK RECEPTOR PRECURSOR (Mus musculus)
1780,Hsa.24884,R22816,3' UTR,2a,130330,INSULIN-LIKE GROWTH FACTOR IA PRECURSOR (Homo sapiens)
1781,Hsa.888,J03600,gene,1,N/A,"""Human lipoxygenase mRNA, complete cds.                                                                                                                                                                                                                """
1782,Hsa.2337,X06700,gene,1,N/A,Human mRNA 3' region for pro-alpha1(III) collagen.
1783,Hsa.1811,M37510,gene,1,N/A,"""Human methylmalonyl CoA mutase (MUT) gene, exon 13.                                                                                                                                                                                                  """
1784,Hsa.1145,T50797,3' UTR,1,78293,DEOXYURIDINE 5'-TRIPHOSPHATE NUCLEOTIDOHYDROLASE (HUMAN).
1785,Hsa.913,M22050,gene,1,N/A,"""Human MHC class II HLA-DRw11-beta-I chain (DRw11.3) gene (DRw11/w11), exon 5.                                                                                                                                                                         """
1786,Hsa.42826,H66834,3' UTR,2a,210698,NON-ERYTHROID PROTEIN 4.1 (Homo sapiens)
1787,Hsa.42255,H62177,3' UTR,2a,208458,CREB-BINDING PROTEIN (Mus musculus)
1788,Hsa.41239,X73424,gene,1,N/A,PROPIONYL-COA CARBOXYLASE BETA CHAIN (HUMAN);.
1789,Hsa.410,U10362,gene,1,N/A,"""Human GP36b glycoprotein mRNA, complete cds.                                                                                                                                                                                                          """
1790,Hsa.2794,T48904,3' UTR,1,70455,HEAT SHOCK 27 KD PROTEIN (HUMAN).
1791,Hsa.1057,M85169,gene,1,N/A,"""Human homologue of yeast sec7 mRNA, complete cds.                                                                                                                                                                                                    """
1792,Hsa.2253,M55683,gene,1,N/A,"""Human cartilage matrix protein (CMP) mRNA, exons 3-8.                                                                                                                                                                                                """
1793,Hsa.18329,R27369,3' UTR,2a,133483,"""INOSITOL 1,4,5-TRISPHOSPHATE-BINDING PROTEIN TYPE 1 RECEPTOR (Mus musculus)                                                                                                                                                                """
1794,Hsa.3015,Z18948,gene,1,N/A,S-100E PROTEIN (HUMAN);.
1795,Hsa.32904,R77210,3' UTR,2a,144760,ANTITHROMBIN-III PRECURSOR (Gallus gallus)
1796,Hsa.1556,L13738,gene,1,N/A,"""Human activated p21cdc42Hs kinase (ack) mRNA, complete cds.                                                                                                                                                                                          """
1797,Hsa.2753,X68314,gene,1,N/A,H.sapiens mRNA for glutathione peroxidase-GI.
1798,Hsa.23824,R41873,3' UTR,2a,31960,PUTATIVE 126.9 KD TRANSCRIPTIONAL REGULATORY PROTEIN IN YSW1-RIB7 INTERGENIC REGION (Saccharomyces cerevisiae)
1799,Hsa.2137,U18062,gene,1,N/A,"""Human TFIID subunit TAFII55 (TAFII55) mRNA, complete cds.                                                                                                                                                                                            """
1800,Hsa.2058,M85079,gene,1,N/A,"""Human TGF-beta type II receptor mRNA, complete cds.                                                                                                                                                                                                  """
1801,Hsa.8863,T40674,3' UTR,2a,60877,30S RIBOSOMAL PROTEIN S18 (Cyanophora paradoxa)
1802,Hsa.3954,R73606,3' UTR,2a,141558,"""5'-AMP-ACTIVATED PROTEIN KINASE, GAMMA CHAIN (Rattus norvegicus)                                                                                                                                                                            """
1803,Hsa.2199,U18299,gene,1,N/A,"""Human damage-specific DNA binding protein DDBa p127 subunit (DDB1) mRNA, complete cds.                                                                                                                                                               """
1804,Hsa.26992,H82741,3' UTR,1,249153,H.sapiens mRNA for cyclin H assembly factor.
1805,Hsa.2497,D26018,gene,1,N/A,"""Human mRNA (KIAA0039) for ORF, partial cds.                                                                                                                                                                                                          """
1806,Hsa.10305,T55558,3' UTR,2a,73527,MACROPHAGE COLONY STIMULATING FACTOR-1 PRECURSOR (Homo sapiens)
1807,Hsa.41283,U21090,gene,1,N/A,"""Human DNA polymerase delta small subunit mRNA, complete cds.                                                                                                                                                                                        """
1808,Hsa.9671,H24310,3' UTR,2a,51846,"""GLUCOCORTICOID RECEPTOR, BETA (Homo sapiens)                                                                                                                                                                                                 """
1809,Hsa.1039,M27190,gene,1,N/A,"""Homo sapiens secretory pancreatic stone protein (PSP-S) mRNA, complete cds.                                                                                                                                                                          """
1810,Hsa.3223,U22431,gene,1,N/A,"""Human hypoxia-inducible factor 1 alpha (HIF-1 alpha) mRNA, complete cds.                                                                                                                                                                             """
1811,Hsa.41369,X93510,gene,1,N/A,H.sapiens mRNA for 37 kDa LIM domain protein.
1812,Hsa.33637,H02031,3' UTR,2a,151060,POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE (Bos taurus)
1813,Hsa.17766,R55828,3' UTR,2a,40713,PROTEIN PHOSPHATASE 2C HOMOLOG (Saccharomyces cerevisiae)
1814,Hsa.504,Z22936,gene,1,N/A,"""H.sapiens TAP2E mRNA, complete CDS.                                                                                                                                                                                                                   """
1815,Hsa.10746,R77794,3' UTR,2a,145611,15-HYDROXYPROSTAGLANDIN DEHYDROGENASE (Homo sapiens)
1816,sa.41198,L49218,gene,1,N/A,"""Homo sapiens retinoblastoma susceptibility protein (RB1) E413K 1 bp deletion mutant (resulting in premature stop at amino acid 416) gene, exon 13 (L11910 bases 73717-73901).                                                                        """
1817,Hsa.37609,H40699,3' UTR,2a,191070,PROBABLE NUCLEAR ANTIGEN (Pseudorabies virus)
1818,Hsa.1352,T71049,3' UTR,1,84158,CYTOCHROME C OXIDASE POLYPEPTIDE VB PRECURSOR (HUMAN);.
1819,Hsa.1908,L07032,gene,1,N/A,"""Human protein kinase C theta (PKC) mRNA, complete cds.                                                                                                                                                                                               """
1820,Hsa.37528,H40013,3' UTR,2a,186169,RNA-DIRECTED RNA POLYMERASE (Murine coronavirus mhv)
1821,Hsa.24490,R49719,3' UTR,2a,38755,GAMMA-AMINOBUTYRIC-ACID RECEPTOR BETA-4 SUBUNIT PRECURSOR (Gallus gallus)
1822,Hsa.29913,H20289,3' UTR,2a,172186,"""G25K GTP-BINDING PROTEIN, BRAIN ISOFORM (Homo sapiens)                                                                                                                                                                                     """
1823,Hsa.2626,X57110,gene,1,N/A,PROTO-ONCOGENE C-CBL (HUMAN);contains Alu repetitive element;.
1824,Hsa.16372,T90668,3' UTR,1,110841,PUTATIVE RECEPTOR PROTEIN (HUMAN);.
1825,Hsa.565,M55265,gene,1,N/A,"""Human casein kinase II alpha subunit mRNA, complete cds.                                                                                                                                                                                              """
1826,Hsa.10700,T55871,3' UTR,2a,77730,"""HEXOKINASE, TYPE I (Homo sapiens)                                                                                                                                                                                                           """
1827,Hsa.10784,T56350,3' UTR,2a,73066,NUCLEOLIN (Rattus norvegicus)
1828,Hsa.25830,R36644,3' UTR,2a,136908,ACTIVIN RECEPTOR TYPE IIB PRECURSOR (Xenopus laevis)
1829,Hsa.920,M83664,gene,1,N/A,"""Human MHC class II lymphocyte antigen (HLA-DP) beta chain mRNA, complete cds.                                                                                                                                                                         """
1830,Hsa.3127,L26050,gene,1,N/A,"""Human mitochondrial 2,4-dienoyl-CoA reductase mRNA, complete cds.                                                                                                                                                                                    """
1831,Hsa.41189,X15943,gene,1,N/A,Huamn calcitonin/alpha-CGRP gene.
1832,Hsa.7870,R60168,3' UTR,2a,42822,HYPOTHETICAL 64.3 KD GTP-BINDING PROTEIN C02F5.3 IN CHROMOSOME III (Caenorhabditis elegans)
1833,Hsa.3173,U10868,gene,1,N/A,"""Human aldehyde dehydrogenase ALDH7 mRNA, complete cds.                                                                                                                                                                                               """
1834,Hsa.661,X80230,gene,1,N/A,H.sapiens mRNA (clone C-2k) mRNA for serine/threonine protein kinase.
1835,Hsa.1387,U14631,gene,1,N/A,"""Human 11 beta-hydroxysteroid dehydrogenase type II mRNA, complete cds.                                                                                                                                                                               """
1836,Hsa.38040,R88749,3' UTR,2a,194989,TRANSCRIPTION FACTOR BTF3 (Homo sapiens)
1837,Hsa.29263,H06245,3' UTR,2a,44183,PHOSPHOLIPASE ADRAB-B PRECURSOR (Oryctolagus cuniculus)
1838,Hsa.3296,X07290,gene,1,N/A,Human HF.12 gene mRNA.
1839,Hsa.3187,D38537,gene,1,N/A,Human mRNA for protoporphyrinogen oxidase.
1840,Hsa.3862,R41561,3' UTR,2a,29842,INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN COMPLEX ACID LABILE CHAIN PRECURSOR (Rattus norvegicus)
1841,Hsa.2029,M87434,gene,1,N/A,"""Human 71 kDa 2'5' oligoadenylate synthetase (p69 2-5A synthetase) mRNA, complete cds.                                                                                                                                                                """
1842,Hsa.2291,H06524,3' UTR,1,44386,"""GELSOLIN PRECURSOR, PLASMA (HUMAN);.                                                                                                                                                                                                          """
1843,Hsa.25229,R22953,3' UTR,2a,131309,"""CASEIN KINASE I, ALPHA ISOFORM (Bos taurus)                                                                                                                                                                                                """
1844,Hsa.638,L06111,gene,1,N/A,"""Human L-type voltage-gated calcium channel B subunit mRNA for isoform b, complete cds.                                                                                                                                                                """
1845,Hsa.10212,T52806,3' UTR,2a,67927,ANTIGEN KI-67 (Homo sapiens)
1846,Hsa.2910,X77130,gene,1,N/A,H.sapiens mRNA for ORL1 receptor.
1847,Hsa.26430,H41528,3' UTR,2a,175751,STAGE V SPORULATION PROTEIN E (Bacillus subtilis)
1848,Hsa.41108,V00520,gene,1,N/A,Human germ line gene for growth hormone (presomatotropin).
1849,Hsa.2197,M22760,gene,1,N/A,"""Homo sapiens nuclear-encoded mitochondrial cytochrome c oxidase Va subunit mRNA, complete cds.                                                                                                                                                       """
1850,Hsa.3024,X83299,gene,1,N/A,H.sapiens SMA3 mRNA.
1851,Hsa.1009,X12892,gene,1,N/A,H.sapiens mRNA for protein S.
1852,Hsa.1514,M64673,gene,1,N/A,"""Human heat shock factor 1 (TCF5) mRNA, complete cds.                                                                                                                                                                                                 """
1853,Hsa.2602,Y00661,gene,1,N/A,Human bcr mRNA (break point cluster gene).
1854,Hsa.1194,D38521,gene,1,N/A,"""Human mRNA (KIAA0077) for ORF (novel product), partial cds.                                                                                                                                                                                          """
1855,Hsa.2389,X80692,gene,1,N/A,H.sapiens ERK3 mRNA.
1856,Hsa.12442,U37690,gene,1,N/A,"""Human RNA polymerase II subunit (hsRPB10) mRNA, complete cds.                                                                                                                                                                                       """
1857,Hsa.43978,H74265,3' UTR,2a,229365,LEUKOCYTE COMMON ANTIGEN PRECURSOR (Homo sapiens)
1858,Hsa.31395,H06061,3' UTR,2a,43276,VOLTAGE-DEPENDENT ANION-SELECTIVE CHANNEL PROTEIN 1 (Homo sapiens)
1859,Hsa.634,L34059,gene,1,N/A,NEURAL-CADHERIN PRECURSOR (HUMAN);.
1860,Hsa.2573,H72850,3' UTR,1,214018,"""5-AMINOLEVULINIC ACID SYNTHASE MITOCHONDRIAL PRECURSOR, (HUMAN);.                                                                                                                                                                            """
1861,Hsa.1321,X60708,gene,1,N/A,Human pcHDP7 mRNA for liver dipeptidyl peptidase IV.
1862,Hsa.17514,X89985,gene,1,N/A,H.sapiens mRNA for BCL7B protein.
1863,Hsa.16930,T91121,3' UTR,2a,111771,APOLIPOPROTEIN B-100 PRECURSOR (Homo sapiens)
1864,Hsa.4274,R67072,3' UTR,2a,140763,GAP JUNCTION ALPHA-1 PROTEIN (Homo sapiens)
1865,Hsa.14102,T67173,3' UTR,2a,66621,RETINOIC ACID RECEPTOR RXR-BETA ISOFORM 2 (Homo sapiens)
1866,Hsa.41323,U32519,gene,1,N/A,"""Human GAP SH3 binding protein mRNA, complete cds.                                                                                                                                                                                                   """
1867,Hsa.32404,R71092,3' UTR,2a,142784,EBNA-2 NUCLEAR PROTEIN (Epstein-barr virus)
1868,Hsa.402,D26535,gene,1,N/A,"""Human gene for dihydrolipoamide succinyltransferase, complete cds (exon 1-15).                                                                                                                                                                        """
1869,Hsa.1660,H55916,3' UTR,1,204131,"""PEPTIDYL-PROLYL CIS-TRANS ISOMERASE, MITOCHONDRIAL PRECURSOR (HUMAN);.                                                                                                                                                                       """
1870,Hsa.865,M84490,gene,1,N/A,"""Human extracellular signal-regulated kinase 1 mRNA, 3' end.                                                                                                                                                                                           """
1871,Hsa.2875,X69295,gene,1,N/A,H.sapiens MSX2 mRNA for transcription factor.
1872,Hsa.404,L07648,gene,1,N/A,"""Human MXI1 mRNA, complete cds.                                                                                                                                                                                                                        """
1873,Hsa.134,L13385,gene,1,N/A,"""Homo sapiens(clone 71) Miller-Dieker lissencephaly protein (LIS1) mRNA, complete cds.                                                                                                                                                                 """
1874,Hsa.40449,H49515,3' UTR,2a,178837,SIGNAL RECOGNITION PARTICLE 68 KD PROTEIN (Canis familiaris)
1875,Hsa.1373,K03192,gene,1,N/A,"""Human cytochrome P-450 mRNA, partial.                                                                                                                                                                                                                """
1876,Hsa.36710,U33849,gene,1,N/A,"""Human lymphoma proprotein convertase (LPC) mRNA, complete cds.                                                                                                                                                                                      """
1877,Hsa.2104,L04953,gene,1,N/A,"""Human x11 protein (x11) mRNA, 3' end.                                                                                                                                                                                                                """
1878,Hsa.320,M93009,gene,1,N/A,"""Human L-isoaspartyl/D-aspartyl protein carboxyl methyltransferase isozyme I, mRNA, 3' end.                                                                                                                                                            """
1879,Hsa.1780,R09502,3' UTR,1,127707,LAMININ BETA-1 CHAIN PRECURSOR (HUMAN);.
1880,Hsa.45658,H88876,3' UTR,2a,253168,CD9 ANTIGEN (Homo sapiens)
1881,Hsa.9340,H13292,3' UTR,2a,148374,RNA-BINDING PROTEIN FUS/TLS (Homo sapiens)
1882,Hsa.24270,R44057,3' UTR,2a,32982,"""PROTEIN PHOSPHATASE PP2A, 72 KD REGULATORY SUBUNIT (Homo sapiens)                                                                                                                                                                           """
1883,Hsa.25322,R44301,3' UTR,2a,34262,MINERALOCORTICOID RECEPTOR (Homo sapiens)
1884,Hsa.696,M85085,gene,1,N/A,"""Human cleavage stimulation factor, complete cds.                                                                                                                                                                                                      """
1885,Hsa.6,M84721,gene,1,N/A,"""Human AMP deaminase (AMPD3) mRNA, complete cds.                                                                                                                                                                                                         """
1886,Hsa.2196,M58050,gene,1,N/A,"""Human membrane cofactor protein (MCP) mRNA, complete cds.                                                                                                                                                                                            """
1887,Hsa.33695,H02611,3' UTR,2a,151311,ATP SYNTHASE A CHAIN (Trypanosoma brucei brucei)
1888,Hsa.35367,H21042,3' UTR,2a,51448,CYCLIC-AMP-DEPENDENT TRANSCRIPTION FACTOR ATF-3 (Homo sapiens)
1889,Hsa.1765,M19156,gene,1,N/A,"""Human acidic keratin-10 mRNA, complete cds.                                                                                                                                                                                                          """
1890,Hsa.36161,H29546,3' UTR,2a,52669,NEUROTENSIN RECEPTOR (Homo sapiens)
1891,Hsa.2456,U25138,gene,1,N/A,"""Human MaxiK potassium channel beta subunit mRNA, complete cds.                                                                                                                                                                                       """
1892,Hsa.889,L34657,gene,1,N/A,"""Homo sapiens platelet/endothelial cell adhesion molecule-1 (PECAM-1) gene, exon 16 and complete cds.                                                                                                                                                  """
1893,Hsa.2939,X07767,gene,1,N/A,Human mRNA for cAMP-dependent protein kinase catalytic subunit type alpha (EC 2.7.1.37).
1894,Hsa.8192,R99907,3' UTR,2a,201673,INTERFERON REGULATORY FACTOR 2 (Homo sapiens)
1895,Hsa.636,M76558,gene,1,N/A,"""Human neuronal DHP-sensitive, voltage-dependent, calcium channel alpha-1D subunit mRNA, complete cds.                                                                                                                                                 """
1896,Hsa.466,U19969,gene,1,N/A,"""Human two-handed zinc finger protein ZEB mRNA, partial cds.                                                                                                                                                                                           """
1897,Hsa.2519,X64229,gene,1,N/A,H.sapiens dek mRNA.
1898,Hsa.41299,U37673,gene,1,N/A,"""Human neuron-specific vesicle coat protein and cerebellar degeneration antigen (beta-NAP) mRNA, complete cds.                                                                                                                                       """
1899,Hsa.2705,X56597,gene,1,N/A,Human humFib mRNA for fibrillarin.
1900,Hsa.3921,R53455,3' UTR,2a,39833,SERINE CARBOXYPEPTIDASE I PRECURSOR (Hordeum vulgare)
1901,Hsa.1095,U01038,gene,1,N/A,"""Human pLK mRNA, complete cds.                                                                                                                                                                                                                        """
1902,Hsa.1614,D43947,gene,1,N/A,"""Human mRNA (KIAA0100) for ORF (human counterpart of mouse e1 gene), complete cds.                                                                                                                                                                    """
1903,Hsa.2644,X54941,gene,1,N/A,H.sapiens ckshs1 mRNA for Cks1 protein homologue.
1904,Hsa.85,R23907,3' UTR,1,131061,"""Human mRNA for PIG-F (phosphatidyl-inositol-glycan class F), complete cds.                                                                                                                                                                     """
1905,Hsa.13003,R90908,3' UTR,2a,167154,PUTATIVE SERINE/THREONINE-PROTEIN KINASE T17E9.1 IN CHROMOSOME III (Caenorhabditis elegans)
1906,Hsa.1607,U12134,gene,1,N/A,"""Human DNA damage repair and recombination protein RAD52 mRNA, complete cds.                                                                                                                                                                          """
1907,Hsa.855,L25851,gene,1,N/A,INTEGRIN ALPHA-E PRECURSOR (HUMAN);contains Alu repetitive element;.
1908,Hsa.1185,U10886,gene,1,N/A,"""Human density enhanced phosphatase-1 mRNA, complete cds.                                                                                                                                                                                             """
1909,Hsa.12564,R45442,3' UTR,2a,35121,STE6 PROTEIN (Schizosaccharomyces pombe)
1910,Hsa.28784,R59583,3' UTR,2a,41999,PRE-MRNA SPLICING FACTOR SRP75 (Homo sapiens)
1911,Hsa.7652,R16156,3' UTR,2a,53170,"""RED CELL ACID PHOSPHATASE 1, ISOZYME F (Homo sapiens)                                                                                                                                                                                        """
1912,Hsa.10659,R74066,3' UTR,2a,156919,DNA DAMAGE RESPONSE PROTEIN KINASE DUN1 (Saccharomyces cerevisiae)
1913,Hsa.3201,U26710,gene,1,N/A,"""Human cbl-b mRNA, complete cds.                                                                                                                                                                                                                      """
1914,Hsa.45458,H87193,3' UTR,2a,252345,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN K (Homo sapiens)
1915,Hsa.1209,T41204,3' UTR,1,62344,"""P14780 92 KD TYPE V COLLAGENASE PRECURSOR ,.                                                                                                                                                                                                  """
1916,Hsa.1763,M91463,gene,1,N/A,"""Human glucose transporter (GLUT4) gene, complete cds.                                                                                                                                                                                                """
1917,Hsa.7728,X77548,gene,1,N/A,H. sapiens cDNA for RFG.
1918,Hsa.1439,J00146,gene,1,N/A,Human dihydrofolate reductase pseudogene (psi-hd1).
1919,Hsa.1423,J04102,gene,1,N/A,"""Human erythroblastosis virus oncogene homolog 2 (ets-2) mRNA, complete cds.                                                                                                                                                                          """
1920,Hsa.1297,M20543,gene,1,N/A,"""Human skeletal alpha-actin gene, complete cds.                                                                                                                                                                                                       """
1921,Hsa.22968,R20666,3' UTR,2a,26418,PROBABLE G PROTEIN-COUPLED RECEPTOR EDG-1 (Homo sapiens)
1922,Hsa.8503,R42029,3' UTR,2a,31239,"""DIHYDROPRYRIDINE-SENSITIVE L-TYPE, SKELETAL MUSCLE CALCIUM CHANNEL BETA SUBUNIT (Oryctolagus cuniculus)                                                                                                                                      """
1923,Hsa.43331,H64807,3' UTR,2a,238555,PLACENTAL FOLATE TRANSPORTER (Homo sapiens)
1924,Hsa.858,M25108,gene,1,N/A,"""Human integrin beta-3 subunit mRNA, 3' end.                                                                                                                                                                                                           """
1925,Hsa.1016,M25809,gene,1,N/A,"""VACUOLAR ATP SYNTHASE SUBUNIT B, KIDNEY ISOFORM (HUMAN);.                                                                                                                                                                                            """
1926,Hsa.41306,U36621,gene,1,N/A,"""Human Y-chromosome RNA recognition motif protein (YRRM) gene, exon 12, partial cds, subclone 7S2.                                                                                                                                                   """
1927,Hsa.33095,R78595,3' UTR,2a,144910,TUBULIN ALPHA CHAIN (Lytechinus pictus)
